ssn,name,phone,cfphone,str,city,cc
HJOGZ46,Jeffrey,38949,0.70,LnOtlmf54,Wilmington,13712
SXZMX13,Cheiney,25983,0.71,ScShslh04,Veracruz,16332
GNGOB94,Craddock,12238,0.15,YzAxcup91,Sacramento,12387
HAHYI92,Cuthill,753,0.17,XwVugof21,Mobile,10300
UJZEW75,Meurs,13845,0.64,NqOmfnz63,Puebla,24952
WTKTQ63,Baez,2632,0.80,GxNyszn34,Ouagadougou,21822
ZBUHR09,Elwasif,5669,0.63,LhXaswm47,Vienna,6219
OAXGO06,Hirschowitz,4251,0.57,OjYxffc80,Tallahassee,3492
KEMAF01,Seaborn,19341,0.19,MgDprfn13,Wichita,5610
DIGKE90,Dydek,9917,0.23,FyTamre28,Columbia,26898
ODQNF61,Broca,13260,0.33,KiSdfmp00,Charlotte,22318
IQSPL63,Chander,9852,0.61,MiGmhro80,Gunnison,38656
FFKVH53,Mezyk,12717,0.75,WaRdwto59,Copenhagen,14799
ALMGJ06,Miyadera,18024,0.12,GoZanzg07,Rome,10487
AXHZE99,Fiebach,14517,0.85,DsUfafb58,Albuquerque,20910
ZYQNJ26,Bressoud,36586,0.67,RcJvrlz74,Worcester,22005
AOLQW36,Karn,29055,0.71,MrZdabe11,Kansas,23394
SSEMC15,Laver,13264,0.94,ToVcjet25,South,33173
MOKBJ28,Rachev,31747,0.17,EhMpxng12,Gothenburg,26664
IMWVZ58,Romeuf,23838,0.12,ZhAwvwo19,Calgary,28638
CUQKC51,Nitzan,3942,0.31,LpJnlsz14,Athens,22684
YZFIL88,Baur,6708,0.14,RnOppql54,Milan,1057
FABSH92,Prodrodmidis,16025,0.37,IqIaaev04,Guangzhou,17186
GLFVS32,Sylor,34500,0.78,BjEaxae55,George,32584
CAURY19,Roussille,5600,0.87,IsGmwis97,Nice,17025
CDBTC90,Brustmann,13575,0.34,NuGukkq27,Cleveland,11535
TXDGO11,Koiso,25706,0.88,KzWncgr64,George,851
RRFTU42,Brazdil,17377,0.63,IsUmvst39,Casper,19438
DECJU28,Steigerwald,19068,0.68,OcXvtfn92,La,19598
XBEGJ67,Linzer,7541,0.49,RiSdcna83,Montgomery,10082
LPWFW25,Kerchoff,24765,0.32,CjXygwj98,Green,32389
UBUPC02,Veldes,30744,0.15,LpRjjet89,Lansing,18522
HWLXT07,Keil,24743,0.78,VtNgkow86,Cairo,22841
FXEUI24,Bugrara,36755,0.19,KfElrvj27,Leon,32065
ITGLA03,Falster,9911,0.36,EiRjggf40,Washington,26789
JXDNM42,Bhavnani,21327,0.70,SdYnhqy02,Elko,11841
YTCRV13,Rohlicek,22745,0.76,RgQnqdd30,Philadelphia,7733
PTFRW92,Hodil,8881,0.37,AyHyuvo78,Corpus,12702
MDHAS13,Hoidn,39804,0.22,MyAdxpj20,Gunnison,25835
OIEAI48,Elsanadidi,32489,0.12,KxDgdwo99,Oklahoma,12325
SONWX24,Dittert,24103,0.89,TcUgopk09,Bologna,5597
SJOLX69,Puryear,37586,0.96,RlIzflk67,Zihuatenejo,12109
BGLAF20,Peir,16817,0.43,FoSvetl14,Twin,21119
DYELV46,Saletore,13841,0.28,GyGlkao66,Los,7772
NSVXJ43,Orozco,19939,0.72,NeCrimh32,London,16107
TUWHK98,Bol,26171,0.59,UdJhcck30,Killeen,4820
QUFAV87,Groeneboer,35031,0.12,RzUtqon11,Kalispell,31000
VTPIT63,Daskalova,16713,0.89,LpJomqg73,Johannesburg,647
NLFOJ74,Dumer,30901,0.86,YkWvajy71,Lisbon,20743
KCQGM52,Feeley,9304,0.22,OeTsdxs01,Long,7478
JYOPT43,Desanctis,20662,0.44,SvLbeof86,Barcelona,35871
VFDSS07,Schell,5164,0.17,FkXntmt86,Macon,33288
YRPGQ17,Stochik,39079,0.48,CoHhkcj41,Gainesville,11057
UQMFA27,Herget,6603,0.12,BxJykyx33,Vienna,27300
WMMBM87,Netravali,9856,0.42,NjTrkbf04,Roanoke,37042
NSBKY33,Beauvieux,16353,0.35,BhWicds74,Dublin,13084
PWCYU97,Petry,16932,0.76,XsRcnnj52,Nagoya,3455
PEBYX38,Seaborn,25851,0.90,WiKzgqg54,Zihuatenejo,33842
NFXTX27,Arrabito,18236,0.21,WgCnfoo84,Bamako,15985
XNKXY98,Kameya,29858,0.60,WhBqjwy05,Rome,35596
SWVQA04,Niccum,31769,0.24,GeJfzzw06,Greensboro,20633
OHRBH15,Sewry,8223,0.13,VlOuvsh27,Charlotte,11190
FERCS40,Rapps,38345,0.78,LeXvkxf90,Savannah,25485
KEJTN48,Jacquet,5655,0.90,TuSdcbj65,Colorado,25400
QAHGD77,Baalen,20122,0.24,EmNzddt29,Charlottesville,26459
RZYJC75,Eyal,23912,0.14,OkKajua26,Barcelona,3796
GXWNL26,Nemani,24280,0.58,JcCpjej75,San,23474
GNOHO24,Altus,12911,0.79,AbTmaij60,Stuttgart,35306
BJMGL23,Vaudenay,23444,0.80,NtVdapx91,Sao,5834
BJAGI27,Gelosh,10631,0.21,GmAjuqy31,Nashville,19488
RDRPV52,Benton,25119,0.52,NfVadwx94,Tucson,3426
HFLIM10,Aboulhamid,29811,0.55,YcStlwm97,Santiago,13388
HZSHF16,Zamperoni,34470,0.40,BcMxckz14,Augusta,38711
XEZRU37,Romijn,31565,0.48,RbHswzn81,Daytona,8965
WSQUR50,Mitsui,32507,0.73,MrXhfsn43,Macon,28056
BCYJB56,Delannoy,1431,0.34,JaTpuci89,Bozeman,11757
USRRG67,Chaudry,38726,0.88,NkLntjp82,Greensboro,16856
HTMMK72,Pequeno,31495,0.61,JbTbfhe34,Palm,38979
NPYHN11,Rekhi,34018,0.76,GmJxjzr61,Veracruz,11085
IWHWF81,Morganti,36295,0.46,XsSjpfp05,Madison,180
LOQYO55,Dondis,16349,0.88,AaXwzsa82,Miami,21872
SNRGQ55,Protzel,20049,0.40,VjLjitn87,Dakar,19256
VFZEP16,Wolpe,3654,0.37,MqUeday83,Newcastle,6281
FOEKC38,Cedergren,23136,0.71,RoCuugg49,Gothenburg,7835
MAFNV13,Trehan,22331,0.68,LqEezjo52,Villahermosa,18698
LQGFZ90,Grama,6709,0.22,HlMmylg13,Pasco,28752
KNSOO99,Olagunju,34248,0.69,EjWvdjg35,Milan,37666
SMTPK63,Ouchi,24938,0.94,GkFkgah33,Geneva,31231
EYHDJ22,Kees,15317,0.52,VrGvroq33,Gainesville,3142
AMXQK08,Barg,17166,0.95,YyOgsfe74,Sun,35138
BIVCW78,Krishnaswami,16782,0.62,FhKpcot54,Lawton,13049
MCCCA81,Golgstein,5713,0.21,GvLortj04,Valdosta,10167
DHJHW74,Danley,34143,0.96,NmFnxcs55,Little,28403
VMSRX24,VanHilst,20139,0.12,MsRqnou26,Savannah,4768
BZRNP82,Izumida,9302,0.88,AnYoyny75,Warsaw,29179
SVQSO96,Hagert,13412,0.33,RuIetea34,Stuttgart,37924
ZQTZB27,Mihalisin,3632,0.58,UrHrkuq40,Merida,17282
IRNBL07,Rodman,38999,0.53,AyFavfy87,El,16962
GFVVI20,Faure,29470,0.88,LqRtzuk71,Leon,4085
HBFPC71,Lorcy,13032,0.79,LjJdutx46,Brasilia,15717
LEZMR70,Mille,10600,0.91,ZpMxjty13,Prague,27099
CTNOB95,Fioravanti,17830,0.14,NiUxmie61,Lyon,306
AXJTX55,Hempstead,18809,0.97,GbXyjok34,Veracruz,18517
WVKIL09,Moltedo,20552,0.52,VoCdsyj82,Cody,34466
NKCYR05,Akama,14130,0.46,KfEbiqt71,Buffalo,2427
MKPKP19,Skandalis,17112,0.92,ApDoijg89,Huntington,7378
QEYLB96,Suwa,34928,0.49,KuPnoir16,Moscow,24865
QABIW63,Heinen,3320,0.58,XlWvwim05,Phoenix,20156
IOEFZ98,Plumb,13409,0.70,JsVbcxg07,Greensboro,27142
GUSEE12,Poel,29362,0.58,AoEesgo34,Rochester,31504
RBLTA67,Braschler,11271,0.72,UhJnjic19,Milwaukee,11504
DDBEQ25,Terris,6847,0.64,NuUcgxt26,Calgary,29816
MEKYG84,Mihoubi,6159,0.71,ZbPylzf86,Rochester,8628
HYPSI89,Jarzembski,11956,0.36,UpTabey27,Casper,38514
OALEB51,Walinsky,17046,0.86,EuUdwhh77,Reno,18681
MRTSZ62,Kibati,29463,0.27,WrSegfo79,Las,25391
UMIMS44,Bruss,32142,0.80,YrZydhg58,Basel,33234
XZSEL16,Ruffin,25241,0.24,OiBtgcs22,Detroit,11315
VBOLF59,Karsai,32084,0.51,EjGqjnf09,Tapachula,23581
FTGTG53,Pracklein,20997,0.87,CrYpars24,SF,36659
MBDHH33,Kitai,20513,0.58,LtBleqx80,Jacksonville,18505
MQKMU55,Hoepman,35516,0.95,XnYuhmp10,Cody,31282
OHDWT58,Ziskin,31324,0.18,AtHbcfd60,Sun,15279
KUINO46,Mikschl,29265,0.94,ViCcdmy48,Corpus,19179
WFCCM77,Kate,23072,0.87,EcDmghj54,Dayton,3435
XLTXT57,Murtha,21904,0.60,HeWqmsh61,Twin,27133
JNVAZ53,Daly,24538,0.69,CzFelkd96,Green,9612
ZVJSJ77,Halpern,35741,0.45,LuHydyp23,Anchorage,30024
AFMLT03,Marinissen,19550,0.90,PyYxawb47,Durban,6084
TODAC86,Tawa,12687,0.57,VtAtdhf01,Billings,17748
PUCPY51,Petit,39739,0.91,GcGajtu29,Montgomery,9446
FGNWT26,Sitter,19722,0.83,EhEroei07,Santiago,13940
MWYYY95,Rudmik,29345,0.98,EcHjuca28,Macon,16125
EWQMC38,Martello,20387,0.48,ZuZfagg48,Greenville,15610
ETFRG26,Normark,34622,0.33,PeIffbq01,Newcastle,798
HITGG87,Hogarth,24089,0.50,DhSgtyf47,Amsterdam,34465
MQNBZ21,Stafylopatis,31082,0.15,GnRouvp13,Mobile,38976
TAVMV94,Chauche,21535,0.53,LzPqsqm08,Newcastle,29241
MEPLJ77,Setliff,2755,0.64,BsHoeuv56,Brasilia,33752
SLVRC32,Lamping,32447,0.41,WhLgrqv74,Melbourne,16691
YHCFO87,Baber,6174,0.78,LnPxvig34,Ontario,15612
AXKEW51,Midelfart,39608,0.60,CtJtiew97,Monroe,10025
KEOWI00,Akbar,11305,0.59,FiBsyda40,Allentown,17084
MJJWH78,Jenkins,27746,0.64,SpLsmlm70,Istanbul,10858
OCUGY51,Wohr,25458,0.31,JkXrrbu94,Huntington,5481
PRESZ38,Szpakowicz,18707,0.65,UnQtami69,Nassau,29978
ZOZIA71,Adalal,24162,0.65,ZpNbtdf03,Cleveland,29142
SEHLB44,Niinomi,21489,0.99,PkNjiac07,Atlanta,20858
GOFBU06,Semmens,33906,0.54,GwFobsu10,Columbia,8967
LGOXO34,Gribomont,37858,0.98,IuUigwy81,Chicago,15550
AKWJL58,Mitomo,17041,0.25,XtApwza02,Shreveport,37862
HRXAA54,Laplante,1634,0.25,LxEwhfa77,Newark,12714
ZPEDP29,Nerima,20813,0.25,IdQjwki34,Portland,10399
YDPBU99,Newson,37244,0.72,FyMakqq48,Bologna,38095
ULTXJ07,Schweizer,11246,0.16,WlArvnc27,St,17676
LWKAI13,Marinova,21186,0.53,RbDdzpx78,Madrid,30992
AVOPP44,Molenkamp,18704,0.92,NfCapbs19,Cairo,26192
AZPMD72,McKinlay,5951,0.93,WyOixxk44,Honolulu,11377
CPFPR65,Kubela,3097,0.84,GfPgrwd72,Greensboro,33032
WOCFL88,Grobel,30718,0.58,TtZjbab70,Gothenburg,37687
JMGDB15,Karn,33914,0.68,UfIippg64,Missoula,26036
HKDOW02,Speckhard,15188,0.26,JyJfept93,Grenada,11275
QPEUP45,Lenisa,36851,0.22,MuPugbz08,Dallas,9901
KQMHR14,Klusik,38994,0.65,MrBcfwq35,Ontario,5326
WAVKE59,Wygladala,4263,0.47,XdEjvya64,Lisbon,4129
BQOYW62,Igata,21673,0.32,JjYxqyt95,Lubbock,12355
XXMUL66,Monnard,17722,0.47,WjDxmag06,Abu,32529
LWWYW23,Nastansky,16680,0.94,WjWkyec71,Casper,20901
BPXIS51,Renault,39194,0.76,MrGypzx94,Seattle,21005
OCZXW84,Margarian,10307,0.30,RsMwplf51,Conakry,19772
IEXPJ78,Ozturk,16363,0.36,SwSciqn99,Aruba,36067
ZAKWF01,Meekings,35840,0.45,EsChqcn32,Gulfport,36430
OXFBI74,Brunovsky,23711,0.23,RiVerym83,Roanoke,10827
TEKHJ81,Malolepszy,34294,0.52,PlTkmjw93,Palm,35057
AIUAJ65,Poletto,16830,0.40,YsWvdkv66,Guatemala,22204
YWRSP55,Maehly,1286,0.32,FmUyssg13,Fresno,35900
UNGTI95,Faron,38758,0.77,JaUjsxq17,Sun,18863
KDFQC55,Mottet,6171,0.53,RfXhjav08,Fairbanks,10602
UMGAM53,Tolba,2784,0.88,YoDlfuv66,Ouagadougou,7652
MIFME88,Koblick,14179,0.29,IkMfmqm22,Orlando,17781
MWUXI24,Faure,4921,0.59,KnFsnib71,Cedar,21384
QDINL63,Nagasaki,3548,0.91,GcKbqkt20,Dayton,16351
INTAZ77,Machiraju,31238,0.92,ZaPaexl50,Montgomery,15502
RTNRJ00,Mutka,15481,0.35,QkElbbd21,Toronto,4060
QSHWR22,Horswill,15350,0.61,LqYlwsl28,Tapachula,30923
GPQSN24,Kading,10312,0.95,QqJmfhf52,Nice,7683
SQKNI92,Khajenoori,12710,0.60,ShWcblz17,Salt,5328
LNPHL30,Das,37193,0.53,KvTxwcr77,Jacksonville,25987
CRENV88,Gronowski,8779,0.59,QjFrriz11,Asheville,14185
EGIOV38,Ianov,9547,0.27,AuAzgvf12,Rapid,25160
DYVQM86,Landweber,39914,0.83,XaNekwe01,Des,11021
OOMRX99,Edmundson,15958,0.75,IlQwwkq95,Great,28901
GKCWL32,Cakir,10917,0.48,CjRjgps87,Guangzhou,13548
LWCTF21,Veijalainen,21171,0.83,FlUwdoj90,Mulhouse,34779
JBKXY09,Collard,3319,0.50,EtJoiks36,Augusta,9407
BWXLE57,Mizunuma,13687,0.23,OhTulul89,Charlotte,5560
KIBAU29,Kleinman,38140,0.26,HfKwqct80,Indianapolis,17458
QJBYH14,Tanniru,12166,0.70,HpDhkja61,Caracas,9661
QOHKX29,Elgaard,30122,0.94,IwIhdxu09,Harrisburg,37913
TDVHM73,Douchet,6454,0.12,IoNkuan49,Monroe,1441
ZXOXK66,Raebel,29619,0.42,QjRudpz58,Kansas,24484
DQRND47,Bik,23744,0.90,JlTrtlh35,Porto,25742
MHKWL13,Karn,4113,0.31,FgUfaji16,Milwaukee,17258
UCDPL14,Scanlan,16138,0.97,HcVjnyv00,Dothan,2583
TRXBP19,Kinsman,16536,0.69,BvEtdme77,Istanbul,254
NIPMY01,Aberer,10040,0.39,LhDeuli71,Dakar,11250
RTCSC94,Shihab,34458,0.74,JlRnecq57,Green,38500
FKRLC38,Thoresen,1292,0.94,BvCzivp73,Ontario,14592
NOGDP94,Poggio,30565,0.92,QiFhmnt14,Casper,2108
SFLUL48,Nawawi,21110,0.89,DnXjzby64,Memphis,6804
RGAUF48,Kobsa,36724,0.54,CjQdmrg05,Fayetteville,16893
AJDSE60,Mausberg,5103,0.64,WwHicnv91,Puebla,23082
WFXLR32,Velasco,31307,0.19,OqOtkcm78,Newcastle,16717
GZOQL11,Kalloufi,27975,0.77,WyTrkaa30,Amsterdam,3482
OTMNB80,Lubonski,15175,0.57,WiGlfcp21,Denver,15249
YHFOA67,Inui,17084,0.83,TqCcsdq68,Wichita,460
YQJGS50,Bry,29400,0.43,BrEwyki76,Providenciales,26682
YUAGF45,Nastov,28729,0.24,AuOyvpm03,Alexandria,4511
AMQQX48,Panienski,3521,0.68,FvTfgpo88,Abu,35797
NTTHY99,McCain,32006,0.31,IlZfsni48,Worcester,11378
CJHZA98,Uehara,13028,0.89,WcDxlwo39,Leon,35795
XKZGI43,Roisin,2241,0.56,RwKgamk71,Puerto,30692
DSIPK22,Kishino,3718,0.76,YeAeozx06,Casper,15916
FNLQT99,Facello,21488,0.45,CoIclqu33,Charlotte,38387
MVQSO11,Potorti,26344,0.52,QtRzzyk53,Savannah,23666
JCHJO73,Razek,15086,0.59,UtGlqud26,Jackson,35738
QUGGQ53,Keronen,8349,0.20,DuVwcgm72,Nassau,37699
SWTRS53,Malita,36215,0.36,AeIlnqq19,Kiev,30025
MGDJH42,Sijben,25207,0.12,RkSlook29,Guaymas,25795
AAHQP25,Pitt,2939,0.38,LlKcyqu63,Green,27609
ZSOST98,Riguzzi,33859,0.34,EwDjedv39,Veracruz,26452
WUHFV75,Bhattacharjee,26714,0.67,RtFmqsa69,Cozumel,34695
MMNRL77,Middeldorp,36211,0.76,OzAajjm11,Lima,39621
DRYAL78,Commoner,33734,0.46,JvTglzx11,Fresno,1330
IHPNK72,Chattergy,35564,0.73,XpTlqyl69,Dayton,35467
UHQFK46,Forier,32912,0.24,UsDgqgo36,Wilmington,13818
IWSLH52,Bergman,18325,0.66,WpCvahk44,Lyon,38258
ZKPSJ51,Pons,12950,0.93,DfFwgzw10,Frankfurt,26790
AXLQL72,Dinesh,7566,0.18,WdSgvbe12,Warsaw,24326
WVSDS98,Kohli,9999,0.69,WnInhlb36,Macon,9206
WLBJI18,Laqua,14990,0.26,HmBesum73,Rochester,16549
DHUZN54,Schroer,7794,0.74,NdWdjzd86,Lima,9991
AQFRJ03,VanHilst,7701,0.17,BnNfitg28,Pensacola,27321
HQAUH03,Dagtas,23443,0.26,UdElmpe96,Des,34437
UGFAX15,Ries,27332,0.27,BhIcnyc17,Fort,37621
JBFBO13,Neufeld,25609,0.93,XrTdnge21,Fresno,28070
VWRCU98,Husain,11327,0.84,YyKhkkj94,Villahermosa,8099
PUDPR43,Hovekamp,613,0.38,KwAtgsm29,Gulfport,2712
DEMIV26,Bernsen,33450,0.24,XhAnbxs89,Turin,29695
ZANPB10,Araya,22835,0.75,AdSqoeg72,Raleigh,28416
BHPHN88,Vernalde,27829,0.51,CaYtova86,Indianapolis,38872
SLCPG51,Sowizrai,5973,0.47,ClYyehm84,Jacksonville,18245
QPTNP18,Ekenberg,21220,0.79,YxZoexi90,La,20031
PRPBO13,Royce,2284,0.44,XbBkyjq96,Barcelona,37311
EXYHZ40,Heinke,6958,0.96,JwAvaxb25,Frankfurt,23486
ZJKQT12,Krupp,7535,0.74,UqOkbjx94,Montreal,16563
BXNIJ10,Trudel,28147,0.47,ByJgitr83,Pocatello,25107
ZDRTV33,Widenauer,33115,0.50,ObUngcu62,Warsaw,15802
RIHKW37,Dicky,17799,0.14,ZdBhuml34,Hartford,15339
DYDSZ60,Cassels,26561,0.14,VxBmyxd12,Kahului,4295
CHCQF21,Cliff,8675,0.56,YuVlzzo25,Toronto,29268
UOFLJ95,Faustini,5516,0.23,BeWdnzj94,Windhoek,14701
PMPSU59,Chiueh,25940,0.97,EaHdeia97,Gunnison,6299
ACQHO66,Corbi,16156,0.17,XeOojyx88,Guadalajara,24522
ITDJD53,Gunn,37086,0.27,VnAecox09,Miami,18843
PEFYG77,Chubb,22444,0.43,ZqWxguz53,Glasgow,15710
FJZVG44,Trachtenberg,18788,0.65,AoSppvn12,Albuquerque,9699
MFGQI78,Uchoa,11207,0.71,ZdUbgvf58,Bologna,25240
MPFZA90,Schmalz,35668,0.22,OfLggaq28,Ouagadougou,21626
AFCRM93,Shewchuk,24855,0.53,XmXnbek99,Killeen,15059
BGZNJ39,Stiles,29628,0.30,RaCempc11,Pocatello,14139
UXXXA39,Neighbors,3445,0.11,LuDcdmy78,Spokane,21909
VAAJU43,Ghahramani,7263,0.87,GmYpgnt36,Barbados,23549
MHTKJ86,Loffredo,31677,0.43,KhShyqk85,Los,28275
TTXEJ52,Collaud,37484,0.90,SrMtwib25,Twin,23376
WIPRF35,Fokker,8397,0.64,ZvPdpjs20,Meridian,4985
NEKUN73,Awong,32949,0.43,RmFbxin23,Guaymas,2957
RSQIW68,Guski,37207,0.65,AcPqnsy24,Milan,29170
ROYLI76,Giandonato,10408,0.43,JzRjagi01,Palm,5386
BOWYK73,Gonthier,2481,0.78,AxRzhjj47,Myrtle,6031
FSOFY52,Basnet,12469,0.65,MeFgygq54,Tri,15207
UQERA28,Latil,39868,0.92,DhEzkem42,Durango,31350
RBDVL74,Ridgeway,17830,0.24,RzZoxoi28,Bozeman,12279
DSHKN47,Bentaleb,23861,0.15,PiIyeah27,Moscow,15854
ATRNM36,Roussel,38866,0.28,JjOijls81,Brussels,18692
KMXEZ03,Claus,8406,0.64,NwZbqnr24,Basel,28479
OZECQ23,Cornelius,6151,0.42,YoIriit00,Spokane,8104
JTLTH36,Kogel,36652,0.71,HbThbhg43,Jackson,30022
TXJYL39,Thorelli,3999,0.87,QeLuouk89,Florence,23366
TGKVD47,Alves,20551,0.26,KgZzqjx15,Tallahassee,37360
UCDYK61,Puerta,16177,0.19,JlJzflc38,Ciudad,31503
VWDTU00,Baxter,3757,0.17,LiFgsld41,Kalamazoo,33518
PAZJY34,Conheeney,18929,0.72,CtJojtt69,Anchorage,24357
JLBLX58,Wegerle,9468,0.70,TaGnxfb40,Seattle,21937
FUZWQ41,Normark,6825,0.12,KvPuzip36,Greenville,18131
GSIRY98,Kalloufi,6084,0.12,WyYpvyz16,Fortaleza,19011
EPAUU89,Ashfield,9457,0.70,ZfEeznc80,Rapid,32707
OVBSS54,Pierro,31419,0.39,WcNtnex97,Gothenburg,25674
TMCNG89,Risk,11375,0.30,OvIngfl41,Albany,38003
YAPUO10,Rebbapragada,30343,0.86,VpYzvko80,Turin,31417
EIBNJ05,Nassef,17165,0.94,IxOrfom31,Kalispell,21150
ZHABC64,Ludovice,1372,0.33,OfHiqwc85,Ontario,15840
QABFK83,Scofield,28937,0.12,OgOlvnu31,Kiev,34765
CIXSZ40,Skaar,30639,0.40,WuZltot75,Macon,19514
DAVSB11,Ozhan,17111,0.66,QsSfmjy12,Las,2567
YCMAT00,Jereb,14707,0.28,OfRcash34,Los,20267
REEBN50,Dedood,10059,0.67,IuFuztj70,Acapulco,26938
WZPET24,Lakshmanan,14060,0.57,ExVdhza81,Toledo,8300
SJNDL02,Callan,29679,0.62,YiVbxsb11,Reno,23285
QKGKN54,Schervish,5558,0.35,EcPlzjp12,Johannesburg,13028
HOWJN21,Riet,32047,0.72,WaWldfc11,Acapulco,18108
BJFGK45,Hanakawa,28500,0.36,BeOlqfq46,Twin,21064
RKTOO79,Imai,5994,0.50,RyEgxyb01,Ouagadougou,34121
NZPML53,Dieng,22491,0.31,ZlWucvs97,Savannah,9034
MHUQC49,Sanden,13957,0.85,DfPignv11,Lexington,17431
HTCCU82,Pierce,33243,0.60,PhCqneb12,Minneapolis,35296
MVIPJ10,Quiros,37271,0.49,PbVbugn37,South,39510
ZBZGP60,Barreteau,9163,0.12,SvWotkk40,Toledo,32927
TLCWE64,Langi,29422,0.37,SjSntre84,Fortaleza,5026
VCHOE82,Quiniou,34954,0.12,KfFsyvd09,Vancouver,38589
LVCIW26,Shilling,13339,0.27,CwBrraz53,Pocatello,28046
RJMBF67,Rissland,24440,0.68,JlUneoa06,Dakar,23999
VGMWS30,Cherinka,453,0.49,HmUhcco55,Nagoya,36533
CXGBI43,Hirsbrunner,15735,0.99,PxPpkxa20,Colorado,13499
QADIY20,Motoda,4965,0.95,LhAmtcp83,Tulsa,18378
HNWQI47,Parodi,12401,0.60,CgFrdxw13,Athens,30233
SQCBO60,Kitaev,6357,0.75,ZhFxsag77,Tulsa,10967
NJHIQ72,McCay,31822,0.66,VfVykvx47,Tapachula,31635
XIREW11,Gecsei,601,0.85,JkWwdmm21,Kahului,7173
XUDWX24,Izumida,3069,0.28,PqOvcem11,Knoxville,12564
CQVYF66,Jezek,19883,0.12,NuHynne02,Milan,38002
NLFNW92,Borgstrom,14897,0.95,DeKqtsy43,Zurich,21041
IYXDM99,Weinreich,27933,0.65,QhIlluk53,Florence,36026
WIMQE38,Baak,29945,0.68,LqXqxbc99,Albuquerque,3580
WAEGE01,Isaac,724,0.98,IcLuzkf15,Montgomery,13011
AZALI40,Marinissen,25974,0.16,ZcReumz88,Memphis,32443
KDYCB26,Redmond,5728,0.65,RzGpnfa30,Chihuahua,5697
PYSLT33,Herley,11545,0.22,IdWkwbs05,Abu,9915
QXWNE06,Heinzelmann,32135,0.48,OmFkokl03,Pocatello,39182
WDQYS07,Jurdjevic,11807,0.55,LwZswrq18,Oakland,30333
FFZPT76,Kroft,24833,0.33,TtXzaom93,Philadelphia,38030
LFDTZ58,Foong,18279,0.97,UhJelzv93,Rome,8010
GZPHU99,Laurinolli,12587,0.80,ZnBtjir07,Rochester,24827
FORMG36,Lichnewsky,950,0.21,JoPvbep11,Dubai,15399
XYJLQ04,Carrera,33494,0.73,RlYfdsk24,Lexington,28393
KSOHE87,Hashemian,7253,0.14,EgJjqrq54,Fayetteville,10403
UAMET71,Shmuely,4201,0.28,MeRiufl77,Brunswick,33478
LBBYX96,Galbiati,16810,0.35,WzPsirj44,Denver,19029
IAKST49,Straube,24029,0.72,QrWepdg46,Baton,32959
YECBL15,Callegarin,39350,0.83,KtAlrue75,Newburgh,35627
ZVDKN65,Straser,4651,0.92,ZdUmhio86,Kalispell,35981
NEUNZ40,Darringer,23675,0.19,ShIsxgs50,Sao,31326
BXZJP59,Crepeau,11023,0.37,MoXlpjq63,Mexico,15789
MOKVO20,Chouraqui,37396,0.34,OkLxpob88,Long,14733
FOQXL11,Dicks,21130,0.42,YyQvglj21,Newburgh,2637
HHCUL19,Callan,7202,0.66,QtPrmhn03,Barcelona,34309
RSDPM71,Soriano,23212,0.41,FyJbzpl19,Twin,39497
HLCVK78,Perin,19583,0.71,ClAqtyz78,Wilmington,18303
XOYSC03,Duquenne,36675,0.96,DiRnypc79,Zurich,35644
XJJCM47,Feder,15586,0.35,JcJxglo50,Salt,25080
XBHHD22,Nastea,34140,0.35,FkZidle29,Newark,24662
PTVRX86,Zultner,23070,0.64,EqTpxbl75,George,23492
WSYIX64,Breeding,25091,0.77,UiZzrec45,Nice,19656
JWOZO61,Waack,3193,0.81,HmUbded79,West,28930
JQJKZ15,Kaltofen,36000,0.97,RfMcolr90,Rome,18575
JLFXA34,Asperti,20550,0.64,HtPsyvz45,Acapulco,22430
XSRTL84,Comparetto,14968,0.23,MnMzkrh53,Kalispell,25764
IGXQB39,Ohori,16371,0.45,UnAuptl46,Madrid,33405
KQMEB64,Daga,32040,0.30,VnOgvuk09,Daytona,12188
JGCRE85,Haverkamp,6710,0.80,LzNzjop62,Aruba,21795
PWEEI54,Haller,38039,0.95,NrEfcdw18,Salt,4050
XVJLG72,Zschoche,30624,0.94,BjBqzzh77,Evansville,39238
OAXCI78,Kibati,9784,0.27,HhBqxuu44,Kalamazoo,24734
TAHCK79,Tsotras,7254,0.48,QvAxzah56,Dothan,1493
DHJDC10,Jouppi,18957,0.30,JcQbryp68,Boise,23647
KVHMF25,Valette,3740,0.39,DrHknfn49,Fresno,10156
GCDIB69,Statz,30965,0.30,VuJeohr01,Bologna,17162
OBOOG14,Carapuca,12494,0.39,AbNfdam27,Ouagadougou,25337
WXHOW44,OHaver,36044,0.89,LfNckxh89,Appleton,15300
AYYFW23,Kogel,19169,0.58,LxQcwko99,Chicago,3442
JSVNP57,Baer,9147,0.54,YzSysim31,Nassau,7510
BGZRX10,Aue,22233,0.26,RkFgfub12,Charlottesville,35719
CPEZK85,Daum,6216,0.43,CvAqegp51,Amsterdam,17143
QRITI10,Clares,28301,0.46,ZwGhpvv61,West,39667
SQVYA97,Pinna,13205,0.81,ExSsmmz15,Lome,27345
NIYLV42,Shigei,11412,0.63,XwBrzja54,Atlanta,2926
HHKDB03,Bahnasawi,7010,0.68,MxIwrbs39,Austin,37001
GGFXE22,Reina,31410,0.64,VbRhqoc22,Huntington,2846
